,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,,,,1415.0,-23.562761511512534,-46.66856406217895,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1436.0,-23.572049196231703,-46.66673592117261,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1417.0,-23.559819191788296,-46.668311680131545,são paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1410.0,-23.56146454677128,-46.65944303996194,são paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1440.0,-23.56843723744669,-46.67771507728914,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1403.0,-23.568573499855773,-46.65535530599,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1455.0,-23.57883976519133,-46.68945770927345,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1407.0,-23.577212503750903,-46.67216386372553,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1436.0,-23.57227622898029,-46.66706794670785,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1420.0,-23.558540647786984,-46.6635635785389,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1425.0,-23.57427331833924,-46.656723714813374,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1435.0,-23.57830182875525,-46.671151059264766,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1427.0,-23.57340091479599,-46.66131107369147,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1410.0,-23.563147117952592,-46.66123959201333,são paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1454.0,-23.58177256976156,-46.68583629071532,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1415.0,-23.555200641958606,-46.66050841271853,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1425.0,-23.57505429531417,-46.65797423703036,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1414.0,-23.556261184574947,-46.65990385261704,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1419.0,-23.568349935051096,-46.65031994116792,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1420.0,-23.56054933389114,-46.66140940313922,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1451.0,-23.56883951762937,-46.69232680711517,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1450.0,-23.57527088314392,-46.68327419040334,sao paulo,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
